Employee ID,StartDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,DOB,State,GenderCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Training Duration(Days),Training Cost,Age
3549,15-Oct-18,Area Sales Manager,TNS,Active,Full-Time,Zone C,Full-Time,Sales,Field Operations,17-03-1955,GA,Female,Black,Divorced,Fully Meets,2,19-04-2023,1,4,1,02-Nov-22,Communication Skills,External,Failed,5,788.67,63
3551,11-Aug-18,Area Sales Manager,PYZ,Active,Part-Time,Zone C,Part-Time,Sales,Engineers,04-07-1954,TX,Male,Black,Married,Needs Improvement,4,03-06-2023,4,4,3,27-Oct-22,Communication Skills,External,Incomplete,1,570.13,64
3552,16-Feb-20,Area Sales Manager,PL,Active,Full-Time,Zone B,Full-Time,Sales,Field Operations,11-08-1942,CO,Male,White,Single,Needs Improvement,1,14-10-2022,3,4,2,26-Nov-22,Leadership Development,External,Failed,4,480.87,78
3553,20-Jan-20,Area Sales Manager,NEL,Active,Contract,Zone C,Temporary,Sales,Field Operations,07-05-1949,CO,Male,Black,Divorced,Fully Meets,4,30-10-2022,4,2,4,11-Dec-22,Project Management,Internal,Incomplete,5,689.48,71
3554,31-Mar-19,Area Sales Manager,MSC,Active,Part-Time,Zone C,Temporary,Sales,People Services,14-10-1958,IN,Male,Asian,Widowed,Fully Meets,1,07-06-2023,2,1,2,05-Jun-23,Project Management,Internal,Completed,4,283.33,61
3555,06-Jan-23,Area Sales Manager,EW,Active,Full-Time,Zone C,Temporary,Sales,General - Eng,11-01-1988,IN,Female,Hispanic,Widowed,Fully Meets,4,13-01-2023,2,5,1,04-Mar-23,Leadership Development,External,Passed,4,566.12,35
3556,18-Jul-19,Area Sales Manager,CCDR,Active,Full-Time,Zone B,Temporary,Sales,Wireline Construction,16-06-1961,CA,Male,White,Single,Exceeds,2,11-06-2023,2,2,3,11-Feb-23,Customer Service,Internal,Incomplete,1,513.92,58
3557,13-Feb-19,Area Sales Manager,BPC,Active,Part-Time,Zone C,Temporary,Sales,Field Operations,06-06-1960,MA,Male,Other,Single,Fully Meets,2,20-04-2023,4,5,2,04-Feb-23,Project Management,External,Failed,1,210.38,59
3558,30-Dec-18,Production Technician I,MSC,Active,Part-Time,Zone A,Part-Time,Production       ,Yard (Material Handling),04-06-1959,MA,Female,Black,Single,Fully Meets,1,05-10-2022,2,5,3,18-Jul-23,Technical Skills,Internal,Completed,1,941.54,59
3559,06-Nov-19,Production Technician I,NEL,Active,Part-Time,Zone C,Full-Time,Production       ,Field Operations,18-11-1991,MA,Male,White,Single,Fully Meets,2,27-12-2022,3,2,1,30-Nov-22,Project Management,External,Failed,2,959.81,28
3560,01-Jun-22,Production Technician I,MSC,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,18-02-1954,MA,Female,Asian,Divorced,Exceeds,4,09-01-2023,2,4,5,22-May-23,Technical Skills,External,Passed,1,738.92,68
3561,28-Mar-23,Production Technician II,BPC,Active,Part-Time,Zone C,Temporary,Production       ,General - Con,31-01-1959,MA,Female,White,Married,Fully Meets,5,20-11-2022,2,1,5,07-Sep-22,Technical Skills,External,Failed,5,445.04,64
3563,01-Jan-19,Production Technician I,WBL,Active,Contract,Zone B,Full-Time,Production       ,Field Operations,15-10-1946,MA,Male,Black,Widowed,PIP,4,31-01-2023,4,1,3,06-Apr-23,Leadership Development,External,Passed,4,886.9,73
3564,26-Jan-19,Production Technician II,SVG,Terminated,Full-Time,Zone C,Temporary,Production       ,Aerial,07-11-1994,MA,Female,White,Divorced,Fully Meets,1,12-03-2023,4,4,3,10-Dec-22,Technical Skills,External,Incomplete,4,106.14,25
3565,11-Sep-21,Production Technician I,WBL,Active,Part-Time,Zone B,Full-Time,Production       ,General - Con,10-05-1968,MA,Male,Other,Divorced,Fully Meets,4,29-09-2022,5,5,5,06-May-23,Project Management,External,Passed,4,684.35,53
3566,26-Sep-21,Production Technician II,PL,Active,Part-Time,Zone A,Part-Time,Production       ,Aerial,05-10-1963,MA,Male,Black,Single,Fully Meets,2,27-01-2023,1,2,3,05-Sep-22,Communication Skills,Internal,Failed,2,578.81,58
3567,04-Mar-23,Production Technician I,EW,Active,Full-Time,Zone C,Full-Time,Production       ,General - Sga,02-09-1966,MA,Male,Asian,Widowed,Fully Meets,4,04-08-2023,2,3,2,09-Jun-23,Customer Service,Internal,Completed,5,764.51,57
3568,11-Jul-23,Production Technician I,EW,Terminated,Full-Time,Zone B,Part-Time,Production       ,Field Operations,08-12-1974,MA,Male,Asian,Divorced,Fully Meets,2,07-02-2023,2,4,1,23-Aug-22,Project Management,Internal,Incomplete,2,201.76,49
3569,09-Feb-19,Production Technician I,MSC,Active,Part-Time,Zone B,Temporary,Production       ,Catv,19-07-1995,MA,Female,Hispanic,Divorced,Fully Meets,2,24-12-2022,1,3,5,09-Nov-22,Technical Skills,External,Incomplete,4,730.04,24
3570,19-Apr-19,Production Technician II,TNS,Terminated,Full-Time,Zone B,Temporary,Production       ,Fielders,23-11-1974,MA,Female,Asian,Married,Fully Meets,1,02-01-2023,2,5,3,29-Mar-23,Project Management,External,Failed,2,796.88,45
3571,07-Jul-22,Production Technician I,NEL,Terminated,Part-Time,Zone C,Full-Time,Production       ,Field Operations,29-08-1947,MA,Female,White,Widowed,Fully Meets,4,23-11-2022,4,1,5,04-Aug-23,Project Management,External,Completed,3,834.44,75
3572,12-Mar-19,Production Technician I,WBL,Active,Contract,Zone A,Part-Time,Production       ,Fielders,07-06-1994,MA,Male,White,Single,Fully Meets,5,05-12-2022,5,5,5,19-May-23,Leadership Development,Internal,Failed,5,569.17,25
3573,09-Mar-20,Production Technician I,NEL,Active,Contract,Zone B,Full-Time,Production       ,Field Operations,26-10-1983,MA,Female,Asian,Divorced,Exceeds,4,31-12-2022,4,1,1,06-Oct-22,Customer Service,Internal,Completed,4,386.07,37
3575,28-Apr-21,Production Technician I,MSC,Terminated,Part-Time,Zone A,Temporary,Production       ,Field Operations,05-03-1987,MA,Male,Hispanic,Single,Exceeds,5,26-06-2023,5,1,5,12-Dec-22,Technical Skills,Internal,Incomplete,3,583.21,34
3576,21-Jul-21,Production Technician II,PL,Active,Full-Time,Zone B,Full-Time,Production       ,Engineers,26-04-1992,MA,Female,Asian,Single,Exceeds,4,23-03-2023,2,3,3,02-Feb-23,Project Management,External,Completed,5,398.65,29
3577,15-Sep-19,Production Technician I,BPC,Active,Part-Time,Zone C,Temporary,Production       ,Field Operations,30-05-1957,MA,Male,White,Widowed,Fully Meets,4,14-08-2022,5,4,5,26-Jan-23,Communication Skills,Internal,Passed,5,931.46,62
3578,04-May-19,Production Technician I,WBL,Active,Full-Time,Zone A,Temporary,Production       ,Field Operations,30-05-1957,MA,Male,Hispanic,Married,Exceeds,2,14-10-2022,1,4,2,01-Dec-22,Project Management,External,Completed,5,115.06,62
3579,20-May-21,Production Technician II,BPC,Active,Full-Time,Zone C,Part-Time,Production       ,Field Operations,15-11-1946,MA,Female,Asian,Widowed,Needs Improvement,4,27-04-2023,5,3,3,27-Apr-23,Communication Skills,External,Failed,2,199.82,75
3580,16-Dec-19,Production Technician I,PYZ,Active,Full-Time,Zone C,Full-Time,Production       ,Field Operations,21-04-1942,MA,Male,Other,Married,Fully Meets,4,21-10-2022,2,4,3,04-Nov-22,Communication Skills,Internal,Failed,5,940.2,77
3581,20-Nov-20,Production Technician I,SVG,Active,Full-Time,Zone A,Part-Time,Production       ,Wireline Construction,08-03-1943,MA,Male,Other,Divorced,Fully Meets,2,29-08-2022,3,4,4,29-Jan-23,Communication Skills,External,Completed,1,122.07,77
3582,19-Aug-20,Production Technician I,TNS,Active,Part-Time,Zone B,Part-Time,Production       ,Yard (Material Handling),09-08-1968,MA,Male,Asian,Widowed,Fully Meets,4,17-09-2022,2,2,5,09-Sep-22,Communication Skills,Internal,Completed,4,875.02,52
3583,28-Apr-21,Production Technician I,WBL,Active,Full-Time,Zone C,Temporary,Production       ,Field Operations,20-11-1958,MA,Female,White,Married,Needs Improvement,4,05-07-2023,4,1,4,18-Mar-23,Communication Skills,Internal,Incomplete,4,116.4,63
3584,14-Aug-20,Production Technician I,BPC,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,07-11-1987,MA,Female,Other,Married,Fully Meets,4,28-05-2023,2,2,5,15-Dec-22,Technical Skills,External,Passed,5,341.78,33
3585,22-Dec-21,Production Technician I,CCDR,Active,Full-Time,Zone A,Full-Time,Production       ,Yard (Material Handling),16-07-1992,MA,Female,Black,Divorced,Fully Meets,4,12-01-2023,1,2,3,14-Feb-23,Communication Skills,Internal,Completed,4,107.48,29
3586,01-Feb-19,Production Technician I,EW,Active,Part-Time,Zone B,Full-Time,Production       ,People Services,27-12-2000,MA,Female,Hispanic,Single,Fully Meets,2,31-01-2023,4,2,4,30-Sep-22,Communication Skills,External,Completed,1,502.7,19
3587,10-May-21,Production Technician I,MSC,Active,Full-Time,Zone B,Temporary,Production       ,General - Eng,25-12-1977,MA,Male,Other,Divorced,Fully Meets,2,24-05-2023,1,2,2,22-Mar-23,Leadership Development,External,Completed,5,570.04,44
3588,25-Jun-19,Production Technician I,NEL,Active,Full-Time,Zone C,Full-Time,Production       ,Shop (Fleet),08-03-1972,MA,Male,Black,Widowed,Fully Meets,2,10-05-2023,4,2,1,23-Mar-23,Communication Skills,External,Passed,1,538.83,47
3589,25-Apr-19,Production Technician I,PL,Active,Contract,Zone B,Temporary,Production       ,Field Operations,02-08-1951,MA,Male,White,Single,Fully Meets,1,18-09-2022,2,3,2,07-Jan-23,Communication Skills,Internal,Incomplete,4,881.8,68
3593,30-May-20,Production Technician I,WBL,Active,Contract,Zone A,Full-Time,Production       ,General - Con,11-11-1949,MA,Male,Asian,Married,Fully Meets,1,07-10-2022,4,4,3,15-Jun-23,Project Management,Internal,Incomplete,3,258.07,71
3594,11-Dec-18,Production Technician I,PYZ,Active,Part-Time,Zone B,Part-Time,Production       ,Field Operations,14-03-1968,MA,Male,Black,Married,Needs Improvement,1,23-01-2023,1,5,1,05-May-23,Leadership Development,Internal,Passed,5,472.64,50
3595,22-Sep-20,Production Technician I,WBL,Active,Contract,Zone A,Temporary,Production       ,Engineers,02-03-1952,MA,Male,Other,Divorced,Fully Meets,1,19-01-2023,2,3,1,21-Feb-23,Technical Skills,External,Passed,2,252.88,68
3596,28-Jul-19,Production Technician I,NEL,Active,Part-Time,Zone C,Full-Time,Production       ,Splicing,19-07-1982,MA,Male,Other,Single,Needs Improvement,2,19-10-2022,4,3,4,14-Dec-22,Technical Skills,Internal,Incomplete,2,289.68,37
3598,28-Sep-18,Production Technician II,SVG,Terminated,Part-Time,Zone A,Full-Time,Production       ,Project Management - Eng,06-10-1950,MA,Female,Other,Married,Needs Improvement,1,01-07-2023,2,5,4,11-Oct-22,Technical Skills,Internal,Passed,3,373.87,68
3599,12-Apr-20,Production Technician II,TNS,Active,Part-Time,Zone A,Temporary,Production       ,General - Con,31-03-1950,MA,Female,White,Divorced,Fully Meets,2,02-03-2023,4,4,2,02-Mar-23,Leadership Development,Internal,Completed,5,918.86,70
3600,01-Nov-22,Production Technician II,WBL,Active,Contract,Zone B,Temporary,Production       ,Field Operations,07-10-1949,MA,Female,White,Single,Fully Meets,2,04-07-2023,2,1,4,01-Nov-22,Leadership Development,Internal,Passed,4,299.7,73
3601,21-Nov-22,Production Technician II,BPC,Active,Part-Time,Zone B,Full-Time,Production       ,Wireline Construction,22-07-1966,MA,Female,White,Married,Fully Meets,5,01-09-2022,1,1,2,03-Jan-23,Project Management,External,Completed,1,865.58,56
3602,11-Apr-21,Production Technician II,CCDR,Terminated,Full-Time,Zone B,Part-Time,Production       ,Engineers,12-10-1994,MA,Female,Hispanic,Married,Fully Meets,5,04-08-2023,3,3,3,09-Apr-23,Technical Skills,External,Incomplete,1,632.59,27
3603,29-Nov-18,Production Technician II,EW,Terminated,Full-Time,Zone A,Part-Time,Production       ,Field Operations,15-02-1977,MA,Female,White,Married,Fully Meets,2,08-10-2022,5,1,3,02-Oct-22,Technical Skills,External,Incomplete,3,680.48,41
3604,16-Jan-19,Production Technician II,MSC,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,09-03-1948,MA,Female,Hispanic,Divorced,Needs Improvement,4,15-12-2022,3,5,4,23-Mar-23,Project Management,External,Failed,3,287.71,71
3605,18-Sep-19,Production Technician I,CCDR,Active,Contract,Zone C,Temporary,Production       ,Engineers,25-08-1943,MA,Male,Other,Divorced,Fully Meets,4,09-07-2023,5,1,3,17-Nov-22,Communication Skills,External,Passed,2,102.92,76
3606,01-Aug-19,Production Technician I,SVG,Terminated,Part-Time,Zone C,Full-Time,Production       ,Billable Consultants,13-03-1965,MA,Male,Other,Divorced,Fully Meets,3,27-03-2023,3,5,1,31-Oct-22,Project Management,Internal,Passed,2,255.6,54
3607,18-Jun-19,Production Technician I,EW,Active,Full-Time,Zone A,Full-Time,Production       ,Project Management - Con,03-08-1976,MA,Male,Other,Married,Fully Meets,5,18-07-2023,2,4,1,04-May-23,Customer Service,External,Passed,4,321.91,43
3608,13-Feb-19,Production Technician I,MSC,Active,Full-Time,Zone C,Part-Time,Production       ,Field Operations,06-07-1979,MA,Male,Other,Married,Fully Meets,3,12-01-2023,1,3,1,14-Mar-23,Project Management,External,Completed,3,834.12,40
3609,02-Jun-21,Production Technician I,TNS,Active,Contract,Zone B,Full-Time,Production       ,Shop (Fleet),09-06-1993,MA,Female,Other,Widowed,Fully Meets,3,05-11-2022,2,2,4,23-Sep-22,Customer Service,Internal,Passed,4,273.88,28
3610,11-Oct-18,Production Technician I,PYZ,Active,Part-Time,Zone C,Full-Time,Production       ,Field Operations,07-04-1973,MA,Female,Other,Single,Fully Meets,3,14-12-2022,4,5,5,15-Feb-23,Customer Service,Internal,Incomplete,4,217.57,45
3611,09-Mar-21,Production Technician I,WBL,Active,Contract,Zone C,Full-Time,Production       ,Project Management - Con,20-01-1952,MA,Female,Hispanic,Married,Fully Meets,2,16-09-2022,2,3,4,07-Jan-23,Customer Service,Internal,Completed,1,482.09,69
3612,23-Jan-22,Production Technician I,NEL,Active,Contract,Zone A,Part-Time,Production       ,Field Operations,25-12-1984,MA,Male,Black,Single,PIP,4,07-07-2023,5,3,3,03-Jul-23,Leadership Development,External,Failed,2,614.11,38
3613,24-Feb-19,Production Technician I,PL,Active,Contract,Zone B,Part-Time,Production       ,Field Operations,14-06-1973,MA,Male,Asian,Married,Exceeds,1,13-10-2022,1,5,2,08-Oct-22,Customer Service,Internal,Incomplete,1,354.22,46
3614,08-Jan-20,Production Technician I,BPC,Active,Contract,Zone B,Temporary,Production       ,Project Management - Con,31-08-1973,MA,Male,White,Married,Fully Meets,2,04-07-2023,4,5,1,04-Jun-23,Leadership Development,External,Passed,3,868.85,47
3616,12-Feb-22,Production Technician I,SVG,Active,Contract,Zone C,Full-Time,Production       ,General - Con,24-03-1981,MA,Female,Hispanic,Married,Fully Meets,4,04-08-2023,1,1,1,30-Jan-23,Customer Service,Internal,Incomplete,4,134.93,41
3617,01-Feb-23,Production Technician I,EW,Active,Full-Time,Zone C,Full-Time,Production       ,Wireline Construction,18-02-1961,MA,Female,Hispanic,Married,Fully Meets,1,26-02-2023,2,3,3,09-Apr-23,Customer Service,Internal,Completed,5,531.1,62
3618,04-Feb-23,Production Technician I,MSC,Active,Part-Time,Zone B,Temporary,Production       ,Splicing,05-05-1944,MA,Male,Black,Married,Fully Meets,3,06-12-2022,3,4,5,26-Dec-22,Leadership Development,External,Passed,3,609.3,79
3619,23-Mar-23,Production Technician I,TNS,Active,Full-Time,Zone A,Full-Time,Production       ,General - Con,17-03-1984,MA,Male,Asian,Married,Fully Meets,3,30-04-2023,1,5,2,10-Nov-22,Project Management,Internal,Passed,2,656.68,39
3620,22-Mar-23,Production Technician I,PYZ,Active,Part-Time,Zone A,Temporary,Production       ,General - Eng,12-10-1994,MA,Male,Hispanic,Married,Fully Meets,2,29-08-2022,1,2,2,20-Dec-22,Technical Skills,Internal,Completed,3,654.22,29
3621,28-Nov-18,Production Technician I,WBL,Active,Contract,Zone A,Full-Time,Production       ,Wireless,09-09-1997,MA,Male,White,Married,Fully Meets,2,23-06-2023,2,3,2,15-Jul-23,Leadership Development,External,Passed,3,879.89,21
3622,09-Jul-20,Production Technician II,SVG,Active,Part-Time,Zone A,Temporary,Production       ,Field Operations,16-10-1995,MA,Female,Hispanic,Divorced,Fully Meets,3,26-07-2023,3,1,5,11-May-23,Project Management,External,Completed,1,977.23,25
3623,11-Feb-19,Production Technician II,EW,Active,Part-Time,Zone A,Full-Time,Production       ,Engineers,25-04-1958,MA,Female,Asian,Divorced,Fully Meets,3,04-12-2022,2,2,5,03-Aug-23,Project Management,External,Completed,2,763.37,61
3624,09-Jan-20,Production Technician II,MSC,Active,Part-Time,Zone B,Part-Time,Production       ,Technology / It,04-02-1996,MA,Female,Asian,Married,Fully Meets,4,09-01-2023,2,2,2,05-Apr-23,Communication Skills,External,Passed,5,962.13,24
3625,11-Nov-21,Production Technician II,TNS,Terminated,Contract,Zone B,Part-Time,Production       ,Engineers,14-12-1975,MA,Female,Asian,Single,Fully Meets,5,28-08-2022,5,2,4,26-Mar-23,Technical Skills,External,Incomplete,2,617.27,46
3626,15-May-21,Production Technician II,PYZ,Active,Full-Time,Zone B,Temporary,Production       ,Field Operations,28-10-1993,MA,Female,Asian,Single,Fully Meets,2,24-02-2023,2,5,1,25-Sep-22,Communication Skills,Internal,Failed,2,559.78,28
3627,21-Aug-19,Production Technician II,WBL,Terminated,Contract,Zone C,Full-Time,Production       ,Field Operations,23-02-1967,MA,Female,Black,Married,Fully Meets,3,29-01-2023,1,1,4,30-Aug-22,Leadership Development,Internal,Incomplete,5,113.89,52
3628,18-Sep-20,Production Technician II,NEL,Active,Contract,Zone B,Part-Time,Production       ,Engineers,27-01-1946,MA,Female,Hispanic,Married,Fully Meets,3,27-05-2023,4,3,1,25-Sep-22,Leadership Development,Internal,Incomplete,4,858.62,74
3629,27-Aug-22,Production Technician I,NEL,Terminated,Contract,Zone B,Full-Time,Production       ,Field Operations,26-11-1983,MA,Male,Black,Divorced,Fully Meets,5,18-11-2022,2,4,4,30-Jul-23,Technical Skills,Internal,Incomplete,1,343.76,39
3630,23-Feb-19,Production Technician I,MSC,Active,Contract,Zone B,Full-Time,Production       ,Field Operations,07-05-1965,MA,Male,Other,Widowed,Fully Meets,5,19-10-2022,5,3,2,24-Sep-22,Technical Skills,Internal,Failed,5,507.58,54
3631,08-Aug-22,Production Technician I,EW,Active,Contract,Zone C,Full-Time,Production       ,Wireline Construction,28-04-1947,MA,Male,Other,Divorced,Fully Meets,3,10-02-2023,4,1,5,10-Apr-23,Customer Service,Internal,Completed,1,691.12,75
3632,24-Sep-22,Production Technician I,CCDR,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,03-10-1945,MA,Male,Asian,Married,Fully Meets,3,27-02-2023,3,4,5,23-Jun-23,Technical Skills,Internal,Completed,2,174.85,77
3633,21-Mar-22,Production Technician I,BPC,Active,Contract,Zone B,Temporary,Production       ,Aerial,24-03-1987,MA,Female,Hispanic,Single,Fully Meets,5,04-11-2022,4,4,4,01-Dec-22,Communication Skills,Internal,Incomplete,3,699.39,35
3634,23-Jun-23,Production Technician I,PYZ,Active,Part-Time,Zone B,Full-Time,Production       ,General - Sga,26-04-1962,MA,Female,Other,Married,Fully Meets,5,25-06-2023,2,5,2,15-Sep-22,Technical Skills,External,Incomplete,3,254.68,61
3635,26-Oct-20,Production Technician I,WBL,Active,Part-Time,Zone C,Part-Time,Production       ,Yard (Material Handling),12-03-1978,MA,Female,Hispanic,Single,Fully Meets,4,07-10-2022,1,5,4,13-Jun-23,Technical Skills,External,Failed,2,534.55,42
3636,29-Jan-20,Production Technician I,NEL,Active,Contract,Zone B,Temporary,Production       ,Catv,13-03-1982,MA,Male,Asian,Divorced,Fully Meets,3,08-12-2022,3,5,3,26-Aug-22,Communication Skills,External,Passed,3,795.72,38
3637,23-Apr-22,Production Technician I,PL,Active,Full-Time,Zone C,Full-Time,Production       ,Aerial,17-04-1995,MA,Male,Asian,Divorced,Fully Meets,3,07-05-2023,2,1,3,21-Mar-23,Project Management,External,Completed,4,977.23,27
3638,15-Jun-23,Production Technician I,BPC,Active,Full-Time,Zone C,Part-Time,Production       ,Field Operations,10-12-1978,MA,Male,Hispanic,Single,Fully Meets,3,15-05-2023,4,5,1,01-Jan-23,Customer Service,Internal,Completed,3,370.79,45
3640,07-Jan-23,Production Technician I,SVG,Active,Contract,Zone A,Temporary,Production       ,Field Operations,21-09-2000,MA,Female,Asian,Divorced,Fully Meets,3,25-07-2023,2,1,2,31-Jan-23,Communication Skills,External,Passed,1,699.48,23
3643,16-Apr-20,Production Technician I,TNS,Active,Full-Time,Zone A,Full-Time,Production       ,Catv,22-03-1961,MA,Male,Asian,Single,Fully Meets,3,18-06-2023,1,5,3,27-Mar-23,Leadership Development,Internal,Completed,4,712.43,59
3644,16-Jun-22,Production Technician I,PYZ,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,24-06-1986,MA,Male,Black,Married,Fully Meets,3,11-11-2022,4,4,4,06-Feb-23,Technical Skills,Internal,Incomplete,1,504.66,36
3645,22-Jul-19,Production Technician I,WBL,Active,Part-Time,Zone C,Full-Time,Production       ,General - Con,16-09-1977,MA,Male,Asian,Single,Fully Meets,3,08-06-2023,1,3,3,06-May-23,Leadership Development,External,Incomplete,5,398.36,42
3646,22-Apr-23,Production Technician II,SVG,Active,Part-Time,Zone A,Full-Time,Production       ,Splicing,01-01-1968,MA,Female,Hispanic,Widowed,Fully Meets,3,30-07-2023,5,4,4,22-Jul-23,Communication Skills,External,Failed,4,533.61,55
3647,28-Dec-20,Production Technician II,EW,Terminated,Part-Time,Zone A,Part-Time,Production       ,Engineers,24-07-1966,MA,Female,Black,Single,Fully Meets,3,28-12-2022,2,4,4,10-Aug-22,Technical Skills,Internal,Completed,4,199.55,54
3648,23-Feb-22,Production Technician II,MSC,Active,Contract,Zone A,Full-Time,Production       ,Aerial,27-06-1948,MA,Female,Other,Divorced,Exceeds,4,28-09-2022,3,3,5,26-Feb-23,Leadership Development,Internal,Completed,2,325.78,74
3649,13-Aug-22,Production Technician II,TNS,Active,Contract,Zone A,Part-Time,Production       ,Field Operations,06-06-1968,MA,Female,White,Married,Exceeds,4,08-09-2022,1,2,2,18-Dec-22,Leadership Development,External,Completed,4,336.33,54
3650,03-Oct-19,Production Technician II,PYZ,Terminated,Full-Time,Zone B,Part-Time,Production       ,Field Operations,25-12-1991,MA,Female,White,Divorced,Fully Meets,3,30-06-2023,3,2,4,09-Jan-23,Communication Skills,External,Passed,4,242.71,28
3651,14-Oct-19,Production Technician II,WBL,Active,Full-Time,Zone C,Full-Time,Production       ,General - Con,19-01-1991,MA,Female,White,Single,Fully Meets,3,25-10-2022,1,4,1,14-May-23,Leadership Development,Internal,Failed,4,651.28,28
3652,30-Aug-19,Production Technician I,NEL,Terminated,Part-Time,Zone C,Part-Time,Production       ,Field Operations,16-08-1946,MA,Male,Other,Married,Fully Meets,3,01-09-2022,1,5,2,31-Jan-23,Communication Skills,External,Incomplete,3,962.45,73
3653,04-Feb-21,Production Technician I,PL,Terminated,Contract,Zone B,Part-Time,Production       ,General - Con,29-06-1995,MA,Male,Asian,Widowed,Exceeds,3,31-05-2023,4,4,3,20-Jan-23,Customer Service,External,Failed,1,791.72,26
3654,23-Nov-22,Production Technician I,PYZ,Active,Part-Time,Zone A,Part-Time,Production       ,Aerial,30-03-1995,MA,Male,Asian,Divorced,Exceeds,4,02-01-2023,2,4,1,11-Apr-23,Project Management,Internal,Incomplete,4,553.86,27
3655,25-Feb-23,Production Technician I,SVG,Active,Part-Time,Zone C,Full-Time,Production       ,Engineers,20-10-1998,MA,Male,Asian,Married,Fully Meets,3,05-04-2023,1,5,1,04-Jan-23,Technical Skills,External,Passed,1,735.72,25
3656,15-Dec-19,Production Technician I,TNS,Active,Part-Time,Zone B,Part-Time,Production       ,Underground,14-04-2001,MA,Male,Hispanic,Divorced,Exceeds,5,14-11-2022,5,3,2,14-Jun-23,Project Management,Internal,Failed,4,867.03,18
3657,29-Aug-21,Production Technician I,WBL,Active,Part-Time,Zone C,Full-Time,Production       ,General - Con,04-03-1992,MA,Female,Black,Single,Fully Meets,4,26-03-2023,4,2,4,26-May-23,Project Management,External,Incomplete,1,710.14,29
