Employee ID,StartDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,DOB,State,GenderCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Training Duration(Days),Training Cost,Age
3658,04-Nov-22,Production Technician I,BPC,Active,Part-Time,Zone C,Temporary,Production       ,Project Management - Con,25-11-1966,MA,Female,Black,Divorced,Fully Meets,3,02-08-2023,5,4,2,18-Aug-22,Leadership Development,External,Incomplete,2,799.88,56
3659,02-Oct-19,Production Technician I,CCDR,Active,Full-Time,Zone A,Part-Time,Production       ,Field Operations,30-10-1989,MA,Male,Other,Divorced,Exceeds,1,26-08-2022,3,1,5,27-Jan-23,Leadership Development,External,Passed,5,242.87,30
3660,24-May-19,Production Technician I,EW,Active,Full-Time,Zone A,Full-Time,Production       ,Field Operations,21-06-1974,MA,Male,Hispanic,Single,Exceeds,3,30-08-2022,3,2,4,19-May-23,Leadership Development,Internal,Passed,4,849.77,45
3661,28-Feb-22,Production Technician I,MSC,Active,Contract,Zone C,Temporary,Production       ,Executive,22-05-1952,MA,Male,Asian,Married,Fully Meets,3,06-07-2023,3,2,5,06-May-23,Customer Service,External,Passed,2,471.5,70
3662,13-Jun-23,Production Technician I,NEL,Active,Full-Time,Zone B,Temporary,Production       ,Wireline Construction,18-04-1973,MA,Male,Other,Married,Exceeds,2,14-07-2023,3,5,3,20-May-23,Customer Service,Internal,Passed,1,535.93,50
3665,22-Nov-19,Production Technician I,SVG,Active,Full-Time,Zone B,Temporary,Production       ,Field Operations,30-03-1985,MA,Male,Asian,Married,Fully Meets,3,02-03-2023,5,2,1,09-Jan-23,Project Management,Internal,Passed,3,752.33,34
3666,29-Apr-22,Production Technician I,TNS,Active,Full-Time,Zone A,Full-Time,Production       ,Field Operations,19-05-1956,MA,Male,Hispanic,Single,Fully Meets,3,26-04-2023,5,2,1,02-Aug-23,Project Management,Internal,Completed,3,343.52,66
3667,11-Dec-22,Production Technician I,WBL,Active,Part-Time,Zone B,Temporary,Production       ,Billable Consultants,23-08-1998,MA,Male,Black,Single,Fully Meets,3,18-11-2022,1,1,2,03-Feb-23,Leadership Development,Internal,Completed,3,860.31,24
3668,06-Aug-23,Production Technician I,BPC,Active,Full-Time,Zone C,Full-Time,Production       ,Underground,24-05-1996,MA,Male,Asian,Widowed,Needs Improvement,3,29-06-2023,1,5,1,28-Nov-22,Customer Service,External,Completed,4,265.55,27
3669,28-Mar-20,Production Technician I,CCDR,Terminated,Contract,Zone A,Temporary,Production       ,Finance & Accounting,16-01-1967,MA,Male,Black,Widowed,Fully Meets,3,11-04-2023,4,2,4,03-Aug-23,Project Management,Internal,Completed,1,183.85,53
3670,11-Aug-22,Production Technician II,SVG,Active,Full-Time,Zone A,Full-Time,Production       ,Billable Consultants,17-01-1969,MA,Female,Hispanic,Widowed,Needs Improvement,3,16-08-2022,2,2,3,25-Sep-22,Project Management,External,Completed,5,942.09,53
3671,26-Jan-23,Production Technician II,EW,Terminated,Part-Time,Zone A,Temporary,Production       ,Splicing,29-12-1989,MA,Female,Asian,Divorced,Needs Improvement,3,10-01-2023,3,4,5,20-Jan-23,Communication Skills,External,Passed,4,381.94,34
3672,14-Jan-19,Production Technician II,MSC,Active,Part-Time,Zone A,Full-Time,Production       ,General - Con,24-02-1991,MA,Female,Asian,Divorced,Fully Meets,3,30-11-2022,3,2,4,29-Aug-22,Project Management,External,Failed,1,358.73,28
3673,11-Jun-22,Production Technician II,TNS,Terminated,Full-Time,Zone B,Temporary,Production       ,People Services,19-02-1973,MA,Female,Other,Widowed,Fully Meets,3,08-06-2023,3,3,1,21-Mar-23,Customer Service,External,Passed,3,578.02,49
3674,25-Jun-20,Production Technician II,BPC,Terminated,Part-Time,Zone C,Part-Time,Production       ,Engineers,01-05-1996,MA,Female,Other,Single,Fully Meets,3,02-04-2023,4,4,3,08-Nov-22,Project Management,Internal,Completed,2,223.29,24
3675,08-Jun-20,Production Technician II,CCDR,Active,Full-Time,Zone C,Full-Time,Production       ,Engineers,28-08-1952,MA,Female,Hispanic,Divorced,Fully Meets,3,05-05-2023,5,3,2,07-Sep-22,Customer Service,Internal,Passed,5,992.37,68
3676,29-Aug-18,Production Technician I,BPC,Active,Contract,Zone B,Part-Time,Production       ,Yard (Material Handling),29-11-1993,MA,Male,Black,Divorced,Fully Meets,3,07-09-2022,3,4,1,10-Feb-23,Customer Service,Internal,Failed,5,113.48,25
3677,01-Oct-22,Production Technician I,CCDR,Active,Full-Time,Zone A,Full-Time,Production       ,Field Operations,04-02-1960,MA,Male,Hispanic,Single,Fully Meets,3,25-07-2023,3,5,5,05-Oct-22,Leadership Development,External,Incomplete,4,882.2,62
3678,22-Jul-21,Production Technician I,SVG,Active,Full-Time,Zone A,Full-Time,Production       ,General - Eng,24-05-1999,MA,Male,Asian,Single,Fully Meets,3,20-11-2022,3,4,4,06-Sep-22,Customer Service,Internal,Incomplete,2,288.16,22
3679,14-Dec-19,Production Technician I,EW,Active,Full-Time,Zone A,Full-Time,Production       ,Engineers,16-07-1989,MA,Male,Asian,Divorced,Fully Meets,3,26-10-2022,4,2,5,16-Jan-23,Leadership Development,External,Completed,1,815.52,30
3680,27-Mar-20,Production Technician I,MSC,Active,Part-Time,Zone B,Full-Time,Production       ,Underground,14-09-1985,MA,Female,Other,Divorced,Fully Meets,3,23-04-2023,3,2,3,15-May-23,Leadership Development,Internal,Completed,4,461.06,35
3681,25-Nov-21,Production Technician I,TNS,Active,Part-Time,Zone B,Temporary,Production       ,Engineers,17-03-1976,MA,Female,Black,Widowed,Fully Meets,3,13-08-2022,5,2,5,22-Mar-23,Customer Service,External,Incomplete,2,580.16,45
3682,08-Jul-23,Production Technician I,PYZ,Active,Full-Time,Zone C,Temporary,Production       ,Field Operations,28-04-1943,MA,Female,Black,Single,Fully Meets,4,30-07-2023,3,3,3,17-Oct-22,Communication Skills,External,Incomplete,3,336.69,80
3683,02-Nov-21,Production Technician I,WBL,Active,Part-Time,Zone C,Temporary,Production       ,Finance & Accounting,06-01-1956,MA,Male,Other,Divorced,Fully Meets,3,25-10-2022,2,1,5,28-Dec-22,Project Management,Internal,Completed,1,990.69,65
3684,01-Dec-19,Production Technician I,NEL,Active,Contract,Zone C,Part-Time,Production       ,Field Operations,03-08-1954,MA,Male,Hispanic,Widowed,Fully Meets,3,16-04-2023,5,5,3,29-Oct-22,Communication Skills,Internal,Completed,2,939.39,65
3685,16-Aug-22,Production Technician I,PL,Active,Full-Time,Zone C,Full-Time,Production       ,Project Management - Con,22-06-1986,MA,Male,Asian,Widowed,Fully Meets,3,03-01-2023,4,3,4,06-Jan-23,Leadership Development,External,Passed,1,941.12,36
3687,17-May-19,Production Technician I,CCDR,Active,Part-Time,Zone B,Temporary,Production       ,Field Operations,20-08-1944,MA,Female,White,Divorced,Exceeds,1,02-09-2022,2,4,5,26-Dec-22,Customer Service,External,Incomplete,3,614.53,75
3689,16-Jul-21,Production Technician I,EW,Active,Contract,Zone A,Temporary,Production       ,Field Operations,29-12-1960,MA,Male,Asian,Married,Exceeds,3,17-08-2022,4,4,3,25-Feb-23,Communication Skills,External,Passed,1,734.94,61
3690,04-Aug-20,Production Technician I,MSC,Active,Part-Time,Zone A,Temporary,Production       ,Yard (Material Handling),14-11-1950,MA,Male,White,Single,Needs Improvement,3,31-05-2023,4,3,5,03-Apr-23,Technical Skills,Internal,Completed,5,589.5,70
3691,23-Nov-20,Production Technician I,TNS,Active,Part-Time,Zone C,Full-Time,Production       ,Finance & Accounting,03-01-1993,MA,Male,Asian,Single,Needs Improvement,1,07-12-2022,1,1,5,06-Mar-23,Leadership Development,Internal,Completed,3,311.28,27
3692,11-Nov-19,Production Technician I,PYZ,Active,Full-Time,Zone B,Part-Time,Production       ,Aerial,15-12-1979,MA,Male,Black,Widowed,Needs Improvement,3,17-02-2023,4,5,3,29-Mar-23,Technical Skills,Internal,Passed,5,671.88,40
3693,20-May-19,Production Technician II,SVG,Active,Part-Time,Zone B,Temporary,Production       ,Project Management - Con,01-08-1977,MA,Female,White,Married,Exceeds,2,09-04-2023,3,1,1,24-Jan-23,Project Management,External,Completed,1,861.5,42
3694,05-Nov-19,Production Technician II,EW,Terminated,Full-Time,Zone A,Part-Time,Production       ,Field Operations,11-03-1961,MA,Female,Hispanic,Married,PIP,4,20-03-2023,3,3,5,19-May-23,Leadership Development,External,Completed,2,649.18,58
3695,20-Sep-18,Production Technician II,MSC,Terminated,Contract,Zone C,Temporary,Production       ,Catv,28-11-1989,MA,Female,Hispanic,Divorced,PIP,4,28-08-2022,1,1,4,08-Jan-23,Project Management,External,Failed,4,492.2,29
3696,02-Sep-20,Production Technician II,TNS,Terminated,Contract,Zone B,Part-Time,Production       ,Wireless,07-10-1989,MA,Female,Hispanic,Widowed,PIP,3,01-12-2022,2,1,2,13-Jan-23,Technical Skills,Internal,Passed,2,299.59,31
3697,28-Jun-20,Production Technician II,PYZ,Active,Full-Time,Zone A,Part-Time,Production       ,Field Operations,26-12-1992,MA,Female,Other,Single,PIP,4,20-07-2023,3,4,1,24-Apr-23,Technical Skills,Internal,Failed,2,982.33,28
3698,22-Mar-23,Production Technician II,WBL,Active,Full-Time,Zone A,Full-Time,Production       ,Catv,12-06-1984,MA,Female,Hispanic,Married,PIP,3,19-01-2023,2,5,4,24-Dec-22,Leadership Development,External,Passed,2,830.36,39
3699,30-Aug-22,Production Technician I,PYZ,Terminated,Part-Time,Zone B,Temporary,Production       ,Engineers,31-01-1977,MA,Male,Asian,Divorced,PIP,2,21-06-2023,2,4,3,19-Aug-22,Customer Service,External,Passed,1,973.34,45
3700,24-Oct-19,Production Technician I,PL,Active,Part-Time,Zone A,Temporary,Production       ,Wireline Construction,12-04-1988,MA,Male,Hispanic,Divorced,PIP,1,18-01-2023,4,1,1,25-Feb-23,Project Management,Internal,Failed,4,667.34,31
3701,09-Nov-19,Production Technician I,NEL,Active,Part-Time,Zone B,Temporary,Production       ,Shop (Fleet),20-06-1948,MA,Male,Other,Single,PIP,2,10-06-2023,4,1,4,21-Aug-22,Communication Skills,Internal,Failed,4,480.17,71
3702,13-Jul-19,Production Technician I,MSC,Active,Part-Time,Zone C,Part-Time,Production       ,Aerial,22-04-1976,MA,Male,Asian,Single,Exceeds,3,24-02-2023,2,4,1,15-Feb-23,Leadership Development,External,Failed,3,346.28,43
3703,31-Aug-20,Production Technician I,EW,Active,Part-Time,Zone A,Part-Time,Production       ,Engineers,15-02-1951,MA,Female,White,Widowed,Exceeds,4,02-06-2023,5,5,5,27-Dec-22,Communication Skills,External,Completed,3,121.45,69
3704,25-Jan-19,Production Technician I,CCDR,Active,Full-Time,Zone C,Part-Time,Production       ,Field Operations,05-02-1976,MA,Female,Asian,Married,Exceeds,5,07-07-2023,2,4,5,07-Oct-22,Technical Skills,External,Incomplete,2,669.3,43
3705,21-Nov-20,Production Technician I,BPC,Active,Full-Time,Zone A,Part-Time,Production       ,General - Sga,27-05-1967,MA,Female,White,Single,Exceeds,3,25-05-2023,3,1,4,17-Apr-23,Technical Skills,Internal,Completed,5,983.59,53
3706,23-Sep-19,Production Technician I,WBL,Active,Full-Time,Zone B,Part-Time,Production       ,Field Operations,08-11-1974,MA,Male,White,Divorced,Exceeds,3,17-07-2023,2,1,4,07-Jun-23,Customer Service,Internal,Completed,1,304.9,45
3707,11-Dec-22,Production Technician I,TNS,Active,Contract,Zone B,Temporary,Production       ,Engineers,01-12-1995,MA,Male,Asian,Divorced,Exceeds,3,24-03-2023,3,2,4,24-Dec-22,Leadership Development,External,Passed,3,778.72,27
3708,21-Aug-20,Production Technician I,SVG,Active,Full-Time,Zone C,Part-Time,Production       ,Fielders,19-02-1974,MA,Male,Black,Married,Exceeds,4,21-08-2022,5,5,2,03-Jan-23,Customer Service,External,Passed,4,136.15,46
3709,04-Feb-19,Production Technician I,PYZ,Active,Full-Time,Zone C,Part-Time,Production       ,Splicing,18-09-1969,MA,Male,Black,Divorced,Exceeds,5,08-05-2023,3,5,3,07-Apr-23,Leadership Development,Internal,Incomplete,4,339.84,50
3710,29-Oct-21,Production Technician I,PL,Active,Full-Time,Zone C,Part-Time,Production       ,Aerial,16-10-1960,MA,Female,Hispanic,Single,Exceeds,1,28-02-2023,5,5,3,02-Jun-23,Leadership Development,External,Completed,1,791.78,61
3711,17-Jul-21,Production Technician I,NEL,Active,Part-Time,Zone A,Temporary,Production       ,Finance & Accounting,03-01-1981,MA,Female,Black,Single,Needs Improvement,1,14-12-2022,4,3,3,19-Oct-22,Leadership Development,External,Incomplete,5,853.26,40
3713,21-Jul-20,Production Technician I,EW,Active,Full-Time,Zone B,Temporary,Production       ,General - Sga,10-04-1985,MA,Male,Hispanic,Widowed,Fully Meets,3,30-10-2022,3,4,1,17-May-23,Customer Service,External,Incomplete,5,235.82,35
3714,19-Jan-20,Production Technician I,CCDR,Active,Full-Time,Zone B,Part-Time,Production       ,Field Operations,19-04-1965,MA,Male,White,Married,Fully Meets,4,21-07-2023,3,5,2,18-May-23,Leadership Development,Internal,Passed,5,448.57,55
3715,12-Sep-21,Production Technician I,BPC,Active,Contract,Zone A,Full-Time,Production       ,Project Management - Con,05-03-1976,MA,Male,Black,Widowed,Fully Meets,4,20-05-2023,1,1,4,11-Jan-23,Leadership Development,External,Incomplete,3,572.56,45
3716,31-Jul-22,Production Technician II,SVG,Terminated,Full-Time,Zone A,Full-Time,Production       ,General - Con,27-06-1993,MA,Female,Black,Married,Fully Meets,1,19-11-2022,5,3,3,07-Mar-23,Project Management,Internal,Incomplete,4,959.78,29
3717,18-May-23,Production Technician II,EW,Active,Contract,Zone B,Full-Time,Production       ,Field Operations,07-11-1992,MA,Female,Asian,Married,Fully Meets,2,01-01-2023,4,1,3,22-Aug-22,Communication Skills,External,Passed,3,363.02,31
3718,25-May-21,Production Technician II,MSC,Terminated,Contract,Zone C,Temporary,Production       ,Field Operations,15-09-1946,MA,Female,Other,Married,Fully Meets,4,05-10-2022,1,1,3,02-May-23,Communication Skills,Internal,Completed,2,325.7,75
3719,22-Jul-22,Production Technician II,TNS,Active,Contract,Zone B,Full-Time,Production       ,Underground,08-07-1947,MA,Female,Hispanic,Divorced,Fully Meets,3,27-11-2022,1,2,1,08-Oct-22,Project Management,Internal,Incomplete,3,727.75,75
3720,23-May-19,Production Technician II,PYZ,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,18-12-1958,MA,Female,White,Single,Fully Meets,3,15-05-2023,2,1,5,23-Sep-22,Project Management,Internal,Passed,2,845.21,61
3721,12-Feb-20,Production Technician I,NEL,Active,Full-Time,Zone B,Full-Time,Production       ,Fielders,24-03-1960,MA,Male,Black,Widowed,Fully Meets,2,07-02-2023,5,4,5,22-Dec-22,Technical Skills,External,Incomplete,4,327.82,60
3722,16-Feb-20,Production Technician I,PL,Terminated,Part-Time,Zone B,Full-Time,Production       ,Field Operations,31-08-1947,MA,Male,White,Married,Fully Meets,2,01-06-2023,1,5,5,15-Jan-23,Communication Skills,Internal,Passed,1,512.55,73
3723,29-Apr-22,Production Technician I,BPC,Terminated,Full-Time,Zone A,Temporary,Production       ,Wireline Construction,30-08-1972,MA,Male,Asian,Married,Fully Meets,3,18-06-2023,2,1,4,06-Sep-22,Communication Skills,Internal,Completed,1,457.17,50
3724,10-Oct-19,Production Technician I,CCDR,Terminated,Part-Time,Zone C,Temporary,Production       ,Field Operations,25-11-1969,MA,Male,Asian,Divorced,Fully Meets,4,04-02-2023,1,2,5,28-Jun-23,Communication Skills,Internal,Incomplete,4,573.33,50
3725,07-Apr-19,Production Technician I,SVG,Active,Contract,Zone B,Part-Time,Production       ,Aerial,21-08-1955,MA,Male,Asian,Widowed,Fully Meets,1,17-05-2023,4,3,3,23-May-23,Customer Service,External,Failed,3,135.18,64
3726,13-Jul-20,Production Technician I,EW,Active,Contract,Zone A,Full-Time,Production       ,General - Con,25-07-1995,MA,Female,Other,Married,Fully Meets,4,01-10-2022,1,4,1,13-Jan-23,Communication Skills,External,Failed,3,911.12,25
3727,26-Aug-21,Production Technician I,MSC,Active,Part-Time,Zone C,Temporary,Production       ,Field Operations,15-01-1945,MA,Female,Other,Divorced,Fully Meets,3,11-10-2022,1,2,5,02-May-23,Project Management,Internal,Incomplete,5,693.8,76
3728,23-Dec-21,Production Technician I,TNS,Active,Contract,Zone A,Part-Time,Production       ,Splicing,07-02-1967,MA,Male,Hispanic,Divorced,Fully Meets,5,18-04-2023,5,1,2,10-Jul-23,Customer Service,Internal,Completed,5,419.79,54
3729,08-Dec-22,Production Technician I,BPC,Active,Contract,Zone B,Part-Time,Production       ,Wireline Construction,01-01-1943,MA,Male,Other,Divorced,Fully Meets,3,19-03-2023,4,5,3,12-Dec-22,Customer Service,External,Failed,1,693.56,79
3730,18-Jan-22,Production Technician I,CCDR,Active,Contract,Zone B,Temporary,Production       ,Fielders,08-12-1965,MA,Male,Black,Widowed,Fully Meets,4,20-02-2023,4,5,5,29-Aug-22,Leadership Development,External,Incomplete,1,161.47,57
3731,28-Feb-20,Production Technician I,EW,Active,Part-Time,Zone B,Part-Time,Production       ,Field Operations,04-07-1998,MA,Male,Hispanic,Single,Fully Meets,3,11-04-2023,2,4,1,02-May-23,Project Management,External,Passed,5,773.63,22
3732,31-May-20,Production Technician I,MSC,Active,Part-Time,Zone B,Part-Time,Production       ,Field Operations,03-07-1954,MA,Male,Black,Widowed,Fully Meets,5,12-12-2022,3,4,4,09-Dec-22,Technical Skills,Internal,Incomplete,5,695.42,66
3734,07-Mar-19,Production Technician I,PL,Active,Full-Time,Zone C,Temporary,Production       ,Technology / It,21-07-1964,MA,Male,White,Divorced,Fully Meets,3,31-07-2023,4,5,2,05-Mar-23,Communication Skills,Internal,Failed,2,702.69,55
3735,29-May-19,Production Technician I,PYZ,Active,Contract,Zone C,Temporary,Production       ,Wireless,11-07-1963,MA,Male,White,Married,Fully Meets,1,03-02-2023,4,4,4,25-Oct-22,Technical Skills,External,Failed,1,473.1,56
3736,18-Oct-20,Production Technician I,SVG,Active,Full-Time,Zone A,Part-Time,Production       ,Wireline Construction,02-07-1976,MA,Male,Other,Married,Fully Meets,2,14-09-2022,3,1,3,25-Oct-22,Project Management,Internal,Incomplete,2,119.82,44
3737,19-Nov-18,Production Technician I,TNS,Active,Part-Time,Zone B,Part-Time,Production       ,People Services,11-12-1946,MA,Male,Hispanic,Divorced,Fully Meets,5,09-09-2022,2,5,1,17-Nov-22,Customer Service,External,Failed,1,157.8,72
3738,15-Apr-22,Production Technician II,SVG,Terminated,Full-Time,Zone A,Temporary,Production       ,General - Con,03-09-2000,MA,Female,Hispanic,Widowed,Fully Meets,3,19-09-2022,3,3,5,01-Sep-22,Technical Skills,Internal,Completed,3,791.98,22
3739,24-Aug-18,Production Technician II,EW,Terminated,Full-Time,Zone B,Temporary,Production       ,Field Operations,09-03-1951,MA,Female,Asian,Divorced,Fully Meets,3,23-05-2023,1,3,4,19-Aug-22,Customer Service,External,Incomplete,5,752.97,67
3740,15-Oct-22,Production Technician II,MSC,Terminated,Full-Time,Zone C,Part-Time,Production       ,People Services,24-05-2001,MA,Female,Other,Single,Fully Meets,4,23-06-2023,2,2,4,11-Sep-22,Leadership Development,External,Completed,5,916.21,21
3741,27-Feb-23,Production Technician II,TNS,Terminated,Full-Time,Zone A,Temporary,Production       ,Field Operations,14-09-1948,MA,Female,Hispanic,Widowed,Fully Meets,1,01-09-2022,2,5,4,05-Oct-22,Project Management,External,Completed,2,751.04,75
3742,22-Sep-21,Production Technician II,PYZ,Active,Contract,Zone A,Temporary,Production       ,Field Operations,12-09-1981,MA,Female,Asian,Married,Fully Meets,2,07-01-2023,2,1,1,22-Apr-23,Communication Skills,Internal,Passed,3,620.63,40
3743,30-May-20,Production Technician I,WBL,Active,Contract,Zone A,Part-Time,Production       ,General - Con,13-09-1950,MA,Male,Black,Married,Fully Meets,2,11-08-2022,2,1,3,17-Nov-22,Leadership Development,Internal,Passed,3,439.3,70
3744,11-Sep-20,Production Technician I,NEL,Active,Part-Time,Zone B,Full-Time,Production       ,Aerial,22-12-1964,MA,Female,Asian,Widowed,Fully Meets,5,05-09-2022,4,3,2,23-May-23,Communication Skills,Internal,Completed,1,716.39,56
3745,31-May-19,Production Technician I,PL,Terminated,Full-Time,Zone C,Full-Time,Production       ,General - Con,20-07-1978,MA,Male,Asian,Single,Fully Meets,4,13-01-2023,5,4,4,11-Oct-22,Technical Skills,External,Failed,5,300.33,41
3746,13-Jul-20,Production Technician I,BPC,Active,Part-Time,Zone B,Full-Time,Production       ,Shop (Fleet),21-08-1969,MA,Male,Black,Widowed,Fully Meets,3,06-11-2022,2,1,5,22-Feb-23,Project Management,Internal,Passed,3,337.15,51
3747,09-Sep-21,Production Technician I,CCDR,Terminated,Part-Time,Zone C,Temporary,Production       ,Technology / It,17-02-1944,MA,Male,Black,Widowed,Fully Meets,2,26-04-2023,2,5,5,18-Oct-22,Leadership Development,External,Failed,5,725.6,77
3748,06-Apr-19,Production Technician I,SVG,Active,Full-Time,Zone C,Part-Time,Production       ,General - Con,20-08-1969,MA,Male,Other,Married,Fully Meets,1,18-11-2022,4,1,3,23-Dec-22,Customer Service,Internal,Failed,5,588.88,50
3749,16-Feb-21,Production Technician I,EW,Active,Full-Time,Zone A,Full-Time,Production       ,Project Management - Eng,02-05-1985,MA,Female,Other,Married,Fully Meets,4,01-04-2023,1,3,3,28-Sep-22,Technical Skills,External,Passed,4,742.98,36
3750,17-Feb-20,Production Technician I,MSC,Active,Full-Time,Zone C,Part-Time,Production       ,Engineers,16-02-1955,MA,Male,Black,Single,Fully Meets,1,07-12-2022,4,1,5,27-Sep-22,Project Management,External,Passed,5,283.05,65
3751,15-Oct-21,Production Technician I,TNS,Active,Contract,Zone A,Full-Time,Production       ,Aerial,24-12-1972,MA,Male,Other,Single,Fully Meets,3,05-04-2023,1,1,4,10-Nov-22,Customer Service,Internal,Incomplete,4,511.13,49
3752,06-Jul-22,Production Technician I,PYZ,Active,Full-Time,Zone A,Temporary,Production       ,Engineers,12-10-1954,MA,Male,White,Divorced,Fully Meets,2,04-08-2023,3,1,5,31-May-23,Communication Skills,Internal,Completed,1,158.86,68
3753,05-Mar-19,Production Technician I,WBL,Active,Part-Time,Zone B,Part-Time,Production       ,Project Management - Eng,29-09-1959,MA,Male,White,Single,Fully Meets,4,23-02-2023,1,3,2,19-Sep-22,Project Management,External,Failed,1,741.95,60
3754,02-Jun-20,Production Technician I,NEL,Active,Full-Time,Zone C,Full-Time,Production       ,Project Management - Con,31-05-1978,MA,Male,Black,Married,Fully Meets,1,23-04-2023,3,3,5,08-Mar-23,Technical Skills,External,Incomplete,4,132.52,42
3756,24-May-21,Production Technician I,BPC,Active,Full-Time,Zone A,Temporary,Production       ,Field Operations,01-06-1944,MA,Female,Hispanic,Married,Fully Meets,3,23-11-2022,1,5,3,27-Mar-23,Technical Skills,External,Failed,4,521.51,77
3758,16-Nov-22,Production Technician I,SVG,Terminated,Contract,Zone A,Temporary,Production       ,Engineers,20-12-1946,MA,Male,Other,Divorced,Fully Meets,3,04-10-2022,2,1,1,16-Jan-23,Leadership Development,Internal,Failed,4,917.17,76
3759,01-May-22,Production Technician I,EW,Active,Contract,Zone B,Full-Time,Production       ,Yard (Material Handling),21-10-1958,MA,Male,Black,Married,Fully Meets,1,28-11-2022,3,4,1,11-Aug-22,Project Management,Internal,Completed,2,790.71,64
3760,24-Aug-21,Production Technician I,MSC,Active,Full-Time,Zone A,Part-Time,Production       ,General - Con,12-02-1960,MA,Male,Other,Widowed,Fully Meets,3,28-10-2022,4,3,1,28-Nov-22,Technical Skills,External,Passed,1,680.48,61
3761,22-Jun-23,Production Technician II,CCDR,Active,Contract,Zone A,Full-Time,Production       ,General - Sga,23-11-1987,MA,Female,Black,Married,Fully Meets,1,30-05-2023,2,4,1,18-Aug-22,Customer Service,External,Failed,1,947.57,36
3762,18-Jul-20,Production Technician II,SVG,Active,Part-Time,Zone B,Temporary,Production       ,Engineers,11-05-1949,MA,Female,Black,Divorced,Fully Meets,2,06-08-2022,2,1,1,15-Jun-23,Project Management,Internal,Failed,2,594.61,71
3763,12-Jan-23,Production Technician II,EW,Terminated,Full-Time,Zone B,Full-Time,Production       ,Finance & Accounting,25-06-1950,MA,Female,White,Widowed,Fully Meets,3,09-07-2023,3,2,5,13-Nov-22,Technical Skills,External,Incomplete,1,775.59,73
3764,16-Feb-22,Production Technician II,MSC,Active,Full-Time,Zone B,Temporary,Production       ,General - Sga,13-12-1995,MA,Female,Black,Single,Fully Meets,3,11-07-2023,2,1,5,30-Aug-22,Communication Skills,External,Incomplete,2,239.16,27
